Business Name,Trade Name,License Type,License Number,License Date,County,City,Address,Zip,Phone,Email,Hours of Operation
Woodcrest Capital LLC,Level Up Concentrates,Processor,PAAA-YTAG-CHI2,2022-08-16,Logan,EDMOND,3023 E WATERLOO RD,73034-9326,4054665965,woodcrestcapitalok@gmail.com,M-F 9-4
Beyond The Bud Inc,Beyond the Bud,Processor,PAAA-XYYA-I6SN,2023-01-04,Oklahoma,DEL CITY,4627 SE 29TH ST,73115-3428,4057247002,terri@emeraldelitethc.com,8-5 mon-foi
"Project 412, LLC","Project 412, LLC",Processor,PAAA-NKY4-GLEP,2022-09-15,Garfield,ENID,902 E OWEN K GARRIOTT RD,73701-6134,5802378289,ufc9001@yahoo.com,Monday-Friday 8am- 5pm
"Vice Capital Extraction, LLC",High Guys,Processor,PAAA-EK2L-2W9W,2022-12-27,Oklahoma,OKLAHOMA CITY,420 N PENNSYLVANIA AVE,73107-6914,4057407926,ryan.vice@icloud.com,7-6 M-F
Oklahoma Dreamin LLC,Oklahoma Dreamin LLC,Processor,PAAA-N1Q3-Y3BD,2023-01-10,Cleveland,MOORE,1263A S EASTERN AVE,73160-6169,2142285743,gloveless448@hotmail.com,8:00 a.m. to 5:00 p.m.
Green Gods' Farm LLC,Green Gods' Farm LLC,Processor,PAAA-ENUX-OJTS,2022-11-14,Comanche,FLETCHER,,73541,7608854170,lesbcohen@yahoo.com,9:00am to 5:00pm
GD Cannabis Processing LLC,GD Cannabis Processing LLC,Processor,PAAA-PQG6-PQLJ,2023-08-24,Tulsa,SPERRY,6312 E 106TH ST N,74073-4606,(918) 829-0464,garciagarciarafael17@gmail.com,8-5
My Oni Chan is OK LLC,My Oni Chan is OK LLC,Processor,PAAA-AZUB-CH1V,2023-04-04,Oklahoma,EDMOND,1418 S FRETZ AVE,73003,4054929976,jordansrosson@gmail.com,9am-5pm
"Green Dynasty, LLC","Green Dynasty, LLC",Processor,PAAA-RHUJ-KT50,2023-08-02,Lincoln,AGRA,342568 E 780 RD,74824-8454,(626) 673-6700,dynasty88@aol.com,9am-5pm
"Infinity Processing RX, LLC","Infinity Processing RX, LLC",Processor,PAAA-D455-XG6K,2023-05-18,Tulsa,Tulsa,,74146,(620) 921-5632,ebushnell@infinityfarmsinc.com,12a
KIMISTRY INFUSIONS LLC,KIMISTRY SOLUTIONS,Processor,PAAA-LEAM-JBAS,2023-08-01,Tulsa,SAND SPRINGS,3417 S 113TH WEST AVE,74063-2719,9184077977,kimistrysolutionslc@gmail.com,9am-5pm
Hydro Bloom LLC,Hydro Bloom LLC,Processor,PAAA-DZLN-QQM2,2022-08-23,Osage,PONCA CITY,107 S INDIAN HILL RD,74604,5807162111,gharvey@mjhfab.com,8 to 4
"Aday Bolo Wholesale, LLC",Green Thumb Wholesale,Processor,PAAA-0V3R-DG0T,2022-10-25,Jefferson,CORNISH,31027 US HIGHWAY 70,73456-8035,4056331204,alex.pace1963@icloud.com,11:00 a.m. to 6:00 p.m.
Cannabis Connect Processing LLC,Cannabis Connect Processing LLC,Processor,PAAA-V1F9-RM84,2023-05-01,Oklahoma,OKLAHOMA CITY,2640 NW 10TH ST,73107-5456,(405) 900-6040,dorisc20@gmail.com,Mon-Fri 8am-4pm
"Sheepdog Ventures, LLC",Head of Honey,Processor,PAAA-EKDX-HKWD,2022-10-03,Creek,TULSA,6096 W 71ST ST,74131,9182928828,christina@viridianlegal.com,12A
Mint Ventures LLC,Mint Ventures Pharm aka MVP,Processor,PAAA-PLFJ-LUOM,2023-06-27,Logan,Edmond,411 W WATERLOO RD,73025-1997,4053657674,jhays@aeicorpok.net,"5p-8p M-F, 9a-11a, 1p-3p Sat"
Unity Medical Extracts LLC,Unity Medical Extracts LLC,Processor,PAAA-CWMJ-I0ND,2022-10-31,Oklahoma,OKLAHOMA CITY,129 SW 25TH ST,73109-6019,4052282008,diane@liftedlogix.com,M-F 8AM-5PM
Nurne Limited LLC,The Swamp Cannabis Company,Processor,PAAA-UVY8-RYSK,2023-01-01,Pottawatomie,TECUMSEH,402 W HIGHLAND ST,74873-4029,4056959269,steph@southernokcannaconsultants.com,M-F 9a-5P
HB pure cannabis LLC,HB pure cannabis LLC,Processor,PAAA-CEKT-EEUM,2023-06-28,Craig,Welch,,74369-9998,7206676206,monnalifted@yahoo.com,9 to 5
Bobs Buds,Bobs Buds,Processor,PAAA-N1WF-QH9V,2023-03-01,Bryan,Calera,1827 Platter Road,74730,(214) 493-0700,bobsemail0700@yahoo.com,10 am to 5 pm
"Supreme Terpene, LLC",Supreme Terpene,Processor,PAAA-L3MV-TR06,2022-12-20,Seminole,Earlsboro,35351 E 1110 Road,74840,4056124249,buffalobottomfarms@gmail.com,9:00am - 5:00pm
"Midcoast Farms, LLC",Midcoast Farms,Processor,PAAA-R1VW-VJNO,2022-08-16,Le Flore,HOWE,20864 LUTON LN,74940-3477,6204303134,midcoastfarms@gmail.com,9-5
"67 Hawthorne, LLC","67 Hawthorne, LLC",Processor,PAAA-THET-IAE0,2023-08-22,McClain,Purcell,20283 Bryant Ave,73080,2813871727,67hllc@gmail.com,9-5
AliKat Processing LLC,AliKat Processing LLC,Processor,PAAA-IU0V-IIOJ,2023-01-14,Oklahoma,OKLAHOMA CITY,7217 S COUNCIL RD,73169-2224,4057610409,alikatprocessing@gmail.com,9 A.M. to 5 P.M.
"The True Heads Cannabis Cultivation, LLC",The True Heads Cannabis Cultivation,Processor,PAAA-VJSQ-RTBP,2023-01-12,Muskogee,MUSKOGEE,7210 OLD TAFT RD,74401-8620,7703694237,jamesstyres@hotmail.com,8:00 - 8:00
"CREDIBLES, LLC",Gladiator Cannabis 1,Processor,PAAA-E1ZU-7Y5E,2023-04-26,Cleveland,NORMAN,712 RESEARCH PARK BLVD # 100,73069-8539,(816) 438-5756,lia@gladiatorcannabis.com,8-5 M-F
GroGenex LLC,GroGenex LLC,Processor,PAAA-E1K1-DIFU,2023-05-01,Tulsa,Jenks,2427 E 131st St S,74037,9183462590,dennis@philcrestproperties.com,8:00 AM TO 5:00PM
"BLUE BURROS FARMS, LLC","BLUE BURROS FARMS, LLC",Processor,PAAA-SB08-S0WO,2023-03-30,Bryan,BOKCHITO,614 E KESTREL LN,74726-1805,4697587791,losawyermike624@yahoo.com,8AM - 5PM
Higher LLC,Higher LLC,Processor,PAAA-H0QX-OWJA,2022-10-26,Woodward,WOODWARD,819 48TH ST,73801-1525,7202268051,710dojah@gmail.com,9am-5pm
"GREEN BONNET EXTRACTS, LLC",GREEN BONNET EXTRACTS,Processor,PAAA-VWGT-AGXV,2023-08-21,Bryan,Cartwright,,74731,(516) 806-8305,info@greenbonnetco.com,9am-5pm
Noble Nectar LLC,Noble Nectar LLC,Processor,PAAA-VJZG-KNP6,2022-12-22,Noble,NOBLE,8750 84TH ST,73068-5515,9727572977,preston@theafam.com,10-8
Campbell Sparks LLC,Star 46 Farms,Processor,PAAA-YYXS-VFTP,2022-10-13,Cleveland,NORMAN,5445 12TH AVE NW,73069-8126,5802510362,soonercampbell@gmail.com,8:00am-5:00pm
"Sandy River Nursery, LLC","SANDY RIVER NURSERY, LLC",Processor,PAAA-VNVM-8HEH,2022-12-07,Bryan,COLBERT,5427 RIVER RD,74733-3244,2145462733,rbst20@yahoo.com,8:00am - 5:00pm
"Red-Tail Extracts, LLC","Red-Tail Extracts, LLC",Processor,PAAA-NJDV-7PB7,2022-10-05,Oklahoma,WATONGA,320 S TAYLOR RD,73772-4850,4053435905,vetteguyatx@yahoo.com,10am-5pm
420 Dabz LLC,420 Dabz,Processor,PAAA-N1KA-M5MP,2022-12-07,Tulsa,TULSA,11111 E 56TH ST,74146-6730,(918) 346-9502,subbiah.ayyappan@420dabz.com,9-5
Pristine and Green LLC,Pristine and Green LLC,Processor,PAAA-NG8H-VH9N,2023-02-14,Pottawatomie,PRAGUE,9534 S HIGHWAY 99,74864-6407,4054345430,pgfarmsokc@gmail.com,7-3
710 Diamond CO OK LLC,710 diamond co ok,Processor,PAAA-4YOP-X1VM,2022-10-02,Logan,EDMOND,11625 S WESTERN AVE STE 1,73025-1136,8326104938,710diamondco@gmail.com,By Appointment
Cannabis Therapeutics LLC,Cannabis Therapeutics,Processor,PAAA-V1CD-DEP6,2022-10-02,Garvin,WYNNEWOOD,40117 HIGHWAY 29,73098-9418,5803801934,bob1684@yahoo.com,9:00-5:00
Remedy LLC,Remedy Refinery,Processor,PAAA-NK4P-TXTD,2022-12-12,Oklahoma,COYLE,7525 E COUNTY ROAD 73,73027-9504,6095027652,chuck@remedyrefinery.com,M-F 8-5
Halo Fury Refinements LLC,Halo Fury Refinements,Processor,PAAA-DADQ-HTKP,2022-10-16,Logan,EDMOND,409 W WATERLOO RD,73025-1997,4057574152,tdimiceli@halo-fury.com,8-5
"OKLAHOMA DANKA, LLC",OKLAHOMA DANKA,Processor,PAAA-WIKG-JIL9,2022-12-27,Love,MARIETTA,16855 TABLER RD,73448-8623,(206) 602-7620,oklahomadanka@gmail.com,8:00 - 5:00
Xander Processing LLC,Xander Processing,Processor,PAAA-KAJL-206R,2023-03-15,Oklahoma,OKLAHOMA CITY,507 E CALIFORNIA AVE,73104-4212,4054892259,xanderprocessing@gmail.com,Within the operating rules of OMMA
3Bells Buds LLC,3Bells Buds,Processor,PAAA-GXZW-MUJU,2022-10-31,Grady,BLANCHARD,1103 S COUNTY LINE RD,73010-2801,8052180449,threebellsranch3@yahoo.com,9-5
AAA Processing LLC,Happy Bud Concentrates,Processor,PAAA-7MU6-ZGRF,2023-03-28,Pontotoc,ADA,14913 COUNTY ROAD 3544,74820-6069,5803996215,cortezcoleman@icloud.com,10-8
"Green Country 710 Refinery, LLC",Intent Distribution,Processor,PAAA-E1YJ-WIFH,2023-04-26,Rogers,INOLA,,74036-3209,(918) 882-8265,nicole@intentdistribution.com,12A
Wolfpack Farms LLC,Wolfpack Farms LLC,Processor,PAAA-ZKK8-MYND,2022-09-19,Logan,Edmond,,73025,7327424234,wolfpack.ok21@gmail.com,9am-6pm
"F5 Extract, LLC",Calyx Extracts,Processor,PAAA-4YBW-ZTXS,2023-05-24,Rogers,Tulsa,2202 N 170th E Ave,74116,5398671877,bonniecaldwell@f5ind.com,8-5
Green Canopy LLC,Green Canopy LLC.,Processor,PAAA-NYXQ-HGIE,2022-10-31,Carter,WILSON,2285 BRONCO RD,73463-7171,4053100310,mdd134@gmail.com,1-1
"Operating Mfg, LLC",Nature's Key,Processor,PAAA-418U-U4AH,2022-09-14,Oklahoma,OKLAHOMA CITY,3810 N TULSA AVE,73112-2935,4053558111,operations@natureskeyedibles.com,9 am to 5 pm
"Navigator Life Services, Inc.",Navigator Life Medical Marijuana Co.,Processor,PAAA-4YAG-LO8T,2022-11-07,Muskogee,MUSKOGEE,717 W BROADWAY ST,74401,9189104080,navigatorlifeservices@gmail.com,9:00 a.m. to 1:00 a.m.
"Prime Elevation, LLC","Prime Elevation, LLC",Processor,PAAA-VLSU-UIPF,2022-10-17,Pittsburg,HARTSHORNE,1604 PENNSYLVANIA AVE,74547-5134,9189173517,matthew@adamslawokc.com,8-5
"Ponca City Dispensary, Inc.",Savage Extracts,Processor,PAAA-EYWV-C9N8,2023-03-14,Kay,PONCA CITY,4372 N PLEASANT VIEW RD,74601-1045,5807890284,jvl.kirby@gmail.com,8:00-5:00
Big Buddha LLC,Big Buddha,Processor,PAAA-QYDV-GWDH,2023-06-22,Tulsa,BIXBY,10251 E 171ST ST S,74008-2632,9188096205,bigbuddhallc@gmail.com,10am-5pm
NUGBEARY PROCESSING LLC,NUGBEARY PROCESSING LLC,Processor,PAAA-CYR0-FQEN,2023-08-30,Comanche,ELGIN,13898 NE KLEEMAN RD,73538,5804836408,nugbearyfarmsllc@gmail.com,12-1
"Corporation Asset Network Association, LLC",Minerva Canna of Oklahoma,Processor,PAAA-V1LV-84X8,2023-06-20,Mayes,Langely,39026 S Highway 82,74350,9189374500,jlrisman@sbcglobal.net,8am - 6pm Monday-Saturday
Exiled Extracts LLC,Exiled Extracts,Processor,PAAA-LQWT-GRD1,2022-06-19,Beckham,ELK CITY,11361 N 1970 RD,73644,5803745783,greenhealerllc@gmail.com,M-F 8-5
"Little Sugar Britches, LLC","Little Sugar Britches, LLC",Processor,PAAA-XIYD-ZGF3,2022-09-21,Comanche,FLETCHER,14625 NE 225TH ST,73541,5805741420,blackjackviewfarms@gmail.com,9-5
Cannabis 31,Cannabis 31,Processor,PAAA-VKKH-3K1N,2023-03-17,Pittsburg,Krebs,1200 w Washington,74554,9183180348,cannabis31ok@gmail.com,9am to 5pm
Free Love Processing LLC,Free Love Processing,Processor,PAAA-TRLH-NQCT,2022-09-08,McClain,Wayne,17017 US77,73095-0000,4693877456,luis.delafuente89@gmail.com,24-7
"DimPla Group, LLC",DimPla,Processor,PAAA-GSML-8TZF,2022-10-30,Pontotoc,ROFF,25074 COUNTY ROAD 3500,74865-7082,3478795410,pchukanov@yahoo.com,12:00 a.m. to 11:59 p.m.
Big Country Investment Group Corp.,Sublime OK,Processor,PAAA-KCBQ-NZ5V,2023-02-28,Oklahoma,Oklahoma City,,73149,(858) 525-5274,bigcountrylicensing@gmail.com,"8:00am - 4:00pm, Monday - Friday"
Twisted Sisters 420 LLC,Twisted Sisters 420,Processor,PAAA-M8NA-ZTCL,2023-02-01,Logan,Crescent,119 N Grand St,73028,4055316987,twistedsis420@gmail.com,9-5
U Citizenz Ltd Co,Grade A Dispensary,Processor,PAAA-NKU7-QXVD,2023-03-01,Oklahoma,OKLAHOMA CITY,2130 NW 40TH ST,73112-8802,4052007343,kyle@unrulycitizens.com,8 am-10 pm
"Scissortail Essentials, LLC","Scissortail Essentials, LLC",Processor,PAAA-OOM9-OCQX,2023-01-04,Oklahoma,OKLAHOMA CITY,3810 N TULSA AVE,73112-2935,(303) 875-6697,scissortailessentials@gmail.com,"M-F, 9:00pm-5:00pm"
"Noble Cannabis Co, LLC",Noble Cannabis Co,Processor,PAAA-NKP2-TTRE,2023-03-30,Cleveland,Noble,4732 Thunderlane Ave,73068,(480) 444-9877,brandon@noblecannabisco.com,8am- 2pm
"DH Thai Products, LLC",DH THAI PRODUCTS,Processor,PAAA-4JMC-OPSV,2022-12-11,Logan,EDMOND,8160 N NOBLE DR,73034,4059065878,bluexlab@gmail.com,9am-9pm
"Grow Pharmaceutical, LLC","Grow Pharmaceutical, LLC",Processor,PAAA-D4QX-KMIN,2023-01-09,Pottawatomie,SHAWNEE,15756 ACME RD,74801-2104,2814330522,nathan.hanks1@gmail.com,8am - 5pm
Robot Pharmer LLC,ROBOT PHARMER LLC,Processor,PAAA-NYKS-4ZWP,2022-09-29,Tulsa,TULSA,1212 E 1ST ST,74120-2004,5396644114,robotpharmer@gmail.com,8:00am-5:00pm
Helix Extract LLC,Helix Extract,Processor,PAAA-VYCL-RKVM,2023-01-10,Osage,Skiatook,,74070,7608058035,helix.extracts@gmail.com,8 am - 5 pm Mon-Fri
GZ Enterprises LLC,GZ Enterprises LLC,Processor,PAAA-RB2Z-2XKZ,2022-11-14,Noble,Perry,7804 John Wayne,73077,(580) 336-1351,gzshelters@gmail.com,8-5
Carlotta Colene Gordon,Carlotta Colene Gordon,Processor,PAAA-NYWZ-VONJ,2022-11-02,Washington,RAMONA,398174 W 3900 RD,74061-2575,9186975768,oklahomalotusflowersllc@gmail.com,tbd
"Midwest Holistic, LLC","Midwest Holistic, LLC",Processor,PAAA-JHVF-MAJI,2023-02-01,Oklahoma,OKLAHOMA CITY,1630 SE 37TH ST,73129-7911,9162548620,roshanpatel05@gmail.com,08:00-18:00
"Pharmers Daughter Medicinals, LLC","Pharmers Daughter Medicinals, LLC",Processor,PAAA-HIAJ-MG5T,2023-01-10,Logan,EDMOND,13001 S KELLY AVE,73025-1973,4054791709,ramonawylie76@gmail.com,9am - 6pm
"Pony Wellness OK, LLC","Pony Wellness OK, LLC",Processor,PAAA-Z7PL-7IK0,2022-12-12,Logan,ARCADIA,9551 E WATERLOO RD,73007-9515,(206) 276-0904,christina@ponywellness.com,12a
"Oklahoma Herb Company, LLC",Oklahoma Herb Company,Processor,PAAA-NY8G-MVQY,2023-05-22,Oklahoma,OKLAHOMA CITY,3801 N PORTLAND AVE,73112-2925,4059249687,tlawler065@yahoo.com,N/A
"5929, LLC",THC: The Hash Company,Processor,PAAA-T1ES-JUX3,2022-12-21,Cleveland,MACOMB,5306 POTTAWATOMIE RD,74852,4052874330,alxokc.xo@gmail.com,"8-5, Mon-Sun"
Family Recipe llc,Family Recipe Llc,Processor,PAAA-AULQ-SSCR,2022-12-20,Dewey,seiling,107 w shepard STE B,73663-7366,5809221159,familyrecipeseiling@gmail.com,8am-5pm
Euvoax Remedy LLC,Euvoax Remedy,Processor,PAAA-XR58-ZCH8,2023-01-03,Delaware,COLCORD,12666 E 490 RD,74338-3148,9186337111,euvoaxremedy@gmail.com,6am-8pm
KOLI CANNABIS LTD,KOLI CANNABIS - PROCESSOR,Processor,PAAA-GELQ-30DA,2023-09-15,Rogers,CLAREMORE,19845 E HIGHWAY 20 STE C,74019,9188127913,kolicannabis@gmail.com,10am-8pm
"BDE, LLC",Best Day Ever,Processor,PAAA-VKUK-N5UE,2023-04-28,Oklahoma,Oklahoma City,,73106,2145583235,mcnelson022@gmail.com,8 a.m. to 5 p.m.
"Logistics Investments, Inc.","Logistics Investments, Inc.",Processor,PAAA-7SL3-J4BA,2023-03-14,Cleveland,Norman,,73071,(323) 454-3767,tania@hals.co,8am - 6pm
Adair County Slabz LLP,Adair County Slabz LLP,Processor,PAAA-MABZ-UMF9,2022-10-12,Adair,STILWELL,473580 HIGHWAY 51,74960-4566,9186961716,whitestax2014@yahoo.com,6 am to 10 pm
CROWN BUD FARMS LLC,CROWN BUD FARMS,Processor,PAAA-4NKG-MHNP,2023-05-18,Oklahoma,OKLAHOMA CITY,300 SE 29TH ST,73129,(405) 413-2628,info@crownbudfarms.com,10AM-3PM
"Malt Distribution Group, LLC",LAF Edibles,Processor,PAAA-S9WL-U4KB,2022-11-10,McClain,Wanye,16168 Nicolas Dr,73095-0331,4054053636,maltdgsales@gmail.com,10-4
"Reign Gardens Processing, LLC","Reign Gardens Processing, LLC",Processor,PAAA-MC1T-SSNB,2022-12-06,Cleveland,NOBLE,9360 LIGHTNING LN,73068-8754,6195694480,brett@reigngardens.com,6-8
SHI Company LLC,SHI Company LLC,Processor,PAAA-NJYD-EJWR,2023-10-25,Oklahoma,Oklahoma City,8100 N CLASSEN BLVD STE 102,73114,(405) 493-9550,compliance@highsocietyok.com,9am-5pm
Releaf Med Pharms LLC,Releaf Med Pharms,Processor,PAAA-JXOW-TCKF,2022-11-13,Rogers,TALALA,6003 E 340 RD,74080-3007,9185000816,releafmedpharms@gmail.com,"mon, tue, friday 8-5pm"
eden rose llc,eden rose,Processor,PAAA-E1YP-CD3I,2022-12-12,Oklahoma,OKLAHOMA CITY,3420 N MAY AVE,73112-6945,2146030736,sbranch4466@gmail.com,09:00am-02:00am
TNT PROCESSING,TNT PROCESSING LLC,Processor,PAAA-YHWO-4G9L,2022-10-24,Beckham,Erick,,73645,(580) 729-8520,tntwestok@protonmail.com,9-5
"Best Budz In Town, LLC",Best Budz In Town LLC,Processor,PAAA-CPAR-BBLF,2022-11-13,Delaware,Rose,6745 US Highway 412 Alt,74364-0124,9182108063,ceelocalproduce@yahoo.com,2:00 pm to 4:00 pm
"Nice Tree, LLC",Nice Tree,Processor,PAAA-4JFD-XXFE,2022-12-20,Oklahoma,EDMOND,400 WESTLAND DR,73013,4055965151,justin@btlawokc.com,10am-9pm
Wicked Sister's Cannabis Company LLC,"Wicked Sister""s Cannabis Company",Processor,PAAA-EK6K-4IK5,2023-01-09,Major,FAIRVIEW,110 S MAIN ST,73737-2022,5807941039,wickedsisterscannabis@gmail.com,10am-8pm
"Nexleaf Extracts, LLC","Nexleaf Extracts, LLC",Processor,PAAA-NY19-GWUV,2022-08-21,Oklahoma,OKLAHOMA CITY,12101 N I 35 SERVICE RD,73131-6428,3362104490,mike@nexleafok.com,8-5
"Oklahoma Medicine, LLC","Oklahoma Medicine, LLC",Processor,PAAA-NKFC-YTDZ,2023-03-21,Lincoln,MEEKER,702 W CARL HUBBELL BLVD,74855,4055485362,info@oklahomamedicineinc.com,Monday - Friday 10am-4pm
"OK-57 Extracts, LLC",OK-57 Extracts,Processor,PAAA-V1P7-XIDK,2022-08-21,Pottawatomie,TECUMSEH,,74873-2019,4058989320,eric@ok57.com,8-5 M-F
Cream Connoisseur Cannabis LLC,Cream Connoisseur Cannabis,Processor,PAAA-BB1Q-YQ1V,2022-05-09,Delaware,GROVE,61951 E 315 RD,74344,5619295284,paulnahari@gmail.com,10-9
Columbia 360 LLC,Columbian,Processor,PAAA-41BZ-AKPO,2022-12-11,Kay,BLACKWELL,402 S 29TH ST,74631-3627,2488849254,jfd711@gmail.com,11-7
OCO LLC,Midnight Oil Company,Processor,PAAA-NKOY-F4WD,2023-05-19,Cleveland,NORMAN,2890 72ND AVE NW,73072,4056377272,ocoutfitllc@gmail.com,Hours Vary Heavily
"Unlock Processing, LLC",Unlock Processing,Processor,PAAA-ILJ1-T7LM,2023-01-03,Kingfisher,Cashion,29847 E. 0880 Rd,73099,(405) 706-3831,info@unlockprocessing.com,9a-5p M-F
GRAINVILLE GRASS LLC,GRAINVILLE GRASS LLC,Processor,PAAA-WDT5-OSDZ,2022-10-20,Kay,PONCA CITY,9755 W BRAKE RD,74601-9461,5804919214,kelsysandborn@gmail.com,9 AM - 5 PM
"Blackheart Farm, LLC","Blackheart Farm, LLC",Processor,PAAA-IE1S-11CH,2022-12-27,Mayes,PRYOR,6200 COUNTRY DR,74361,9182613050,office@blackheartfarm.com,4 pm - 8 pm
lucky 7s llc,Lucky 7's LLC,Processor,PAAA-UPST-XVTJ,2022-05-10,Oklahoma,OKLAHOMA CITY,1408 N PORTLAND AVE,73107-1522,2146685188,rayorrjr@gmail.com,Monday-friday 10am-7pm
"Flower of Life, LLC","Flower of Life, LLC",Processor,PAAA-PDGD-HU2Y,2023-08-29,Lincoln,MEEKER,336941 E 1000 RD,74855-5455,9189340037,brittany@floweroflife.gold,10am-6pm
Joe Bear Candy Company LLC,Koala Edibles,Processor,PAAA-VKYD-RPUU,2023-04-12,Texas,GUYMON,609 NE 4TH ST,73942-5376,(580) 651-9077,ok.koalaedibles@gmail.com,8:00am - 5:00pm
"Four Kings Labs, LLC",Four King Labs,Processor,PAAA-RJOF-H7KZ,2022-11-03,Creek,STROUD,56628 W 291ST ST S,74079-7447,7027033888,garen777@gmail.com,9am-5pm
Emerald Plains Farms LLC,Emerald Plains Cultivation,Processor,PAAA-UFLG-I9SF,2023-03-31,Oklahoma,OKLAHOMA CITY,2012 SW 15TH ST,73108-3218,(405) 740-3540,emeraldplainsfarms@gmail.com,7am-3pm
"CBT Extracts, LLC","CBT Extracts, LLC",Processor,PAAA-UFKN-GVPY,2022-10-18,Lincoln,CHANDLER,343355 E 870 RD,74834,7027596994,cbtextracts@gmail.com,Sunday - Saturday 8:00 a.m.- 5:00 p.m.
Smokin' Hot Salves LLC,Smokin' Hot Salves LLC,Processor,PAAA-TJZ1-XZMD,2022-09-15,Comanche,Lawton,4113 S.E. 60th,73501,5809192059,ashes1457@gmail.com,Monday-Friday 8-5
"CANNACULTURE, LLC","CANNACULTURE, LLC",Processor,PAAA-E1H1-4Y5W,2023-03-17,Grady,CHICKASHA,1198 STATE HIGHWAY 19,73018-8400,(405) 388-3192,bmoon1325@gmail.com,Mon-Fri 8-5
HumbleBee Processing LLC,HumbleBee Processing LLC,Processor,PAAA-PFDR-EMAI,2022-12-26,Cherokee,TAHLEQUAH,16399 N HIGHWAY 10,74464-8507,9182075065,michael420shearrer@gmail.com,9am-4pm
SOUTH CENTRAL HYDROPONICS LLC,SC HYDRO,Processor,PAAA-AD2H-ETFO,2023-02-22,Carter,WILSON,6647 STATE HIGHWAY 76,73463,5804654498,southcentralhydro@gmail.com,MON-SAT 10AM TO 10 PM
Rockin Chair Remedy LLC,Rockin Chair Remedy,Processor,PAAA-W70K-2VFV,2022-10-11,Atoka,KIOWA,12966 E REYNOLDS RD,74553-3037,9184704093,ruth_fereday@yahoo.com,9am-5pm
"One By Sea, LLC",Kusa Blooms Extracts and Edibles,Processor,PAAA-4JO9-VEHM,2022-10-26,Oklahoma,OKLAHOMA CITY,2236 NW 39TH ST,73112-8884,4053268979,adamr@health.ok.gov,12A
tripp n greens inc,tripp n greens,Processor,PAAA-UVHD-ZAXV,2023-07-21,Le Flore,SHADY POINT,27096 US HIGHWAY 59,74956-2186,9186497860,kevinbrown74932@yahoo.com,8-5
If Only LLC,If Only LLC,Processor,PAAA-FNKL-ZHEF,2023-01-04,Caddo,APACHE,47102 COUNTY STREET 2640,73006-9751,5805833327,lindshenson2@gmail.com,10am-5pm
Platinum Farms LLC,Platinum Farms,Processor,PAAA-JD12-GHGT,2022-09-25,Oklahoma,EDMOND,7304 NW 164TH ST,73013-8998,4054174054,rhonda@davidstanleyautogroup.com,8am to 5pm
"USCP, LLC",USCP LLC,Processor,PAAA-EYIL-UYXI,2023-03-20,Cleveland,NORMAN,5733 HUETTNER DR,73069,4243241223,soriajudy@yahoo.com,monday-friday 9am-5pm
TFCC Enterprises LLC,Always Solventless,Processor,PAAA-3HU2-EVTT,2022-10-06,Caddo,CARNEGIE,38072 STATE HIGHWAY 58,73015,4058872117,nick@grotechok.com,10a-6p Sat-Tues
Eureka Processing LLC,Eureka Processing LLC,Processor,PAAA-R3RG-DGNU,2023-01-03,Caddo,COLONY,17192 COUNTY STREET 2470,73021-2222,(405) 383-8255,eurekaprocessing2021@gmail.com,Monday - Friday 8 am to 5 pm
Cannabless Processor 1 LLC,Cannabless Processor 1 LLC,Processor,PAAA-V1U7-J0YK,2022-04-20,Cleveland,OKLAHOMA CITY,11900 S PENNSYLVANIA AVE,73170-4400,4056354814,csiservicesokc@gmail.com,11a-11p
Yum Cookies LLC,Yum Cookies LLC,Processor,PAAA-WOUZ-1RCC,2023-09-15,Tulsa,TULSA,4138 S 88TH EAST AVE,74145-3331,9186296636,yumcookiesbysteph@yahoo.com,8:00am - 5:00pm
"MKM Capital, LLC",MKM Capital,Processor,PAAA-GGXI-XLKQ,2022-09-14,Logan,EDMOND,3609 GREEN OAKS WAY,73034-9053,9494686420,mike@dimeindustries.com,8-5
Doob Creek Farms LLC,Doob Creek Farms LLC,Processor,PAAA-NJ90-C5II,2023-04-06,Nowata,NOWATA,119 S ELM ST,74048-3503,(918) 645-2237,doobcreekfarms@gmail.com,M-F 9-5
The Medicine Pouch LLC,The Medicine Pouch,Processor,PAAA-V1JD-TMFV,2023-08-15,Pontotoc,ADA,,74820-3764,5803200487,themedicinepouch.ada@gmail.com,7AM-11PM
"JAS Investment Group, LLC",7 Leaf Oklahoma,Processor,PAAA-E161-LDJW,2023-02-10,Tulsa,TULSA,6544 E 12TH ST,74112-5621,9182715750,7leafllc@gmail.com,8-5
Backwoods Extracts LLC,Backwoods Extracts,Processor,PAAA-HZOT-2DEV,2022-12-04,Choctaw,Grant,2506 E 2128 Road,74738,9037154756,backwoodsextractsllc@gmail.com,12-5
Railroad Remedies LLC,Railroad Remedies,Processor,PAAA-97E3-RQSC,2022-10-27,Rogers,INOLA,19922 E 595 RD,74036-6144,7145040194,sandra.rxrremedies@gmail.com,10-4
Mammoth Processing LLC,Mammoth,Processor,PAAA-VKZY-FTOS,2023-02-17,Oklahoma,Oklahoma City,"2610 South Central Ave., Suite A",73129,4056200296,blakebellinger@gmail.com,8am-5pm
Doobie Gardens Company LLC,Doobie Gardens LLC,Processor,PAAA-U8LE-QGU7,2022-12-22,Lincoln,AGRA,342504 E 750 RD,74824-6438,5804786728,doobiegardensllc@outlook.com,24 hours
