Business Name,Trade Name,License Type,License Number,License Date,County,City,Address,Zip,Phone,Email,Hours of Operation
"405 Gas Station 4, LLC",The Gas Station,Dispensary,DAAA-R5UY-LV5A,2022-12-26,Oklahoma,HARRAH,3360 S HARRAH RD,73045-6161,4053479048,andremcneely9@gmail.com,Mon-Sat 9AM-9PM Sun 11AM-8PM
Kissing Clouds Holistic Healing LLC,Kissing Clouds Holistic Healing LLC,Dispensary,DAAA-4YGO-QWPO,2023-03-28,Oklahoma,OKLAHOMA CITY,4133 N LINCOLN BLVD,73105-5208,4052279919,kissingcloudsokc@gmail.com,10-9
Cannabless Retail 9 LLC,Cannabless Retail 9 LLC,Dispensary,DAAA-NYB2-8IQU,2023-03-03,Oklahoma,BETHANY,1701 N ROCKWELL AVE,73008-6158,(714) 725-9333,legal@cannabless.co,
Native Cannabis Cures of Oklahoma LLP,Native Cannabis Cures of Oklahoma LLP,Dispensary,DAAA-LS7I-4XLZ,2023-10-03,Oklahoma,OKLAHOMA CITY,729 SE 29TH ST,73129-4827,4059280420,justin@nativecuresok.com,10am - 910pm
KDJ CONSTRUCTION LLC,SHAMPE CANNABIS COMPANY,Dispensary,DAAA-35JC-XJQC,2023-09-12,Pushmataha,ANTLERS,203 SW C ST,74523-3863,(580) 271-7060,kdj_67@yahoo.com,8:00 AM - 8:00 PM
The Hippie Shack Dispensary LLC,The Hippie Shack Dispensary LLC,Dispensary,DAAA-FU6D-QQKB,2023-09-08,Garvin,ELMORE CITY,24356 E COUNTY ROAD 1670,73433,(469) 686-5883,sebamachi@gmail.com,24 hrs
Loud House Cannabis LLC,Loud House Cannabis LLC,Dispensary,DAAA-TAB9-M4UM,2022-10-16,Bryan,mead,19 Business Parkway,73449,7199649781,theloudhouse.mead@gmail.com,9am-8pm
Levitate Industries LLC,Levitate Industries LLC,Dispensary,DAAA-WN3J-Y173,2023-03-28,Bryan,DURANT,1524 W EVERGREEN ST,74701-4608,5809208628,dparker89@me.com,10:00-9:00
Freedom Leaf LLC,Goldy's Dispensary,Dispensary,DAAA-4KDO-WGTE,2023-05-19,Stephens,DUNCAN,114 N US Highway 81,73533-2625,4847975950,andi@topshelfbotancials.com,
"Herbal Junction Market, LLC",Kind Love,Dispensary,DAAA-VK9M-VSTW,2023-04-06,Tulsa,TULSA,302 S FRANKFORT AVE,74120-2422,9188518508,randy@herbaljunction.com,Sunday-Saturday 9am-9pm
"Canna Corp 18, LLC",Canna Bus Dispensary,Dispensary,DAAA-5JFS-HYKE,2022-10-24,Oklahoma,OKLAHOMA CITY,8139 NW 10TH ST,73127-2903,4056305777,dleonardok@ymail.com,11am-8pm M-F 11am-9pm Saturday Closed on Sunday
Nexleaf Dispensary LLC,Nexleaf Dispensary,Dispensary,DAAA-VYUT-JHHM,2023-02-01,Oklahoma,OKLAHOMA CITY,12101 N I 35 SERVICE RD,73131-6428,3362104490,mike@nexleafok.com,10-8
OKLAHOMA GREEN STOP,OKLAHOMA GREEN STOP,Dispensary,DAAA-VLUZ-WKZ9,2022-09-13,Payne,STILLWATER,207 S MAIN ST,74074-3521,5807890409,okgreenstop@aol.com,10am-9pm
Origins Cannabis Oklahoma LLC,Origins Cannabis Oklahoma LLC,Dispensary,DAAA-HHHC-IXZC,2022-12-14,Oklahoma,EDMOND,2100 E 2ND ST,73034-6351,2535072167,jon@originscorporate.com,"Monday-Saturday 9am-10pm, Sunday 9am-9pm"
"High Roller Investments, Inc",Lotus Gold Catoosa,Dispensary,DAAA-N1HK-M94G,2022-10-18,Rogers,CATOOSA,750 S CHEROKEE ST,74015-2680,9183460917,tulsalotus@gmail.com,Monday-Saturday 10AM Sunday 12PM-5PM
"Painted Pistols, LLC","Painted Pistols, LLC",Dispensary,DAAA-4YST-MYNX,2022-09-12,Grady,CHICKASHA,704 W CHOCTAW AVE,73018-2342,4058253440,teamdirtyhands@gmail.com,8:30 AM - 9 PM Monday - Saturday 11AM - 6 PM Sunday
ATTITUDE ORGANICS LLC,Attitude Organics,Dispensary,DAAA-N1CO-JXEH,2023-02-03,Oklahoma,OKLAHOMA CITY,1512 N ROCKWELL AVE,73127-3345,4057306638,attitudeorganics@gmail.com,10am-10pm
Twisted Rod Customs LLC,Twisted Rod Customs LLC,Dispensary,DAAA-VJXX-XEDV,2023-02-14,Tulsa,TULSA,,74145,9184029221,twistedrod@sbcglobal.net,M-F 8-6
4 Loads Grow LLC,4 Loads Grow LLC,Dispensary,DAAA-NAY0-VAV5,2022-12-13,Hughes,WETUMKA,2150 N 380,74883,4054455246,communityzoominc@gmail.com,10:00 AM to 10:00 PM
Miracle Meds LLC,Miracle Meds,Dispensary,DAAA-VYTF-RZW5,2023-03-21,Oklahoma,EDMOND,701 S KELLY AVE,73003,4057268400,swansons84@hotmail.com,10am to 8pm
BLAYES N DINO LLC,Blayes N Dino LLC,Dispensary,DAAA-XU83-JQNU,2022-09-15,Le Flore,POCOLA,2560 CHOCTAW RD,74902-3602,9516408215,mayesperris@aol.com,8-5
"DCE Prime, LLC",CBD PLUS USA,Dispensary,DAAA-VJ8I-P3HK,2022-12-11,Logan,EDMOND,121 E WATERLOO RD,73034,5126359853,kmalave@cox.net,10-9 daily 10-6 Sunday
"Happy Dispensaries, Inc.",Gold Standard Cannabis Collective,Dispensary,DAAA-EKLY-2SVI,2022-08-07,Tulsa,TULSA,1615 S MEMORIAL DR,74112-7040,9182324754,bradley.anderson9@icloud.com,"11-9 m-wed 11-11 thurs-Sat, 11-5 Sunday"
"Green Leaf Remedies, LLC",Green Leaf Remedies,Dispensary,DAAA-41YO-FGII,2022-08-21,Bryan,COLBERT,105 S FRANKLIN ST,74733-2016,9032679454,aaron.winham73@msn.com,9am-8pm
MediCann-OK Lone Grove LLC,MediCann-OK Lone Grove LLC,Dispensary,DAAA-AZ3H-6K9V,2022-09-15,Carter,LONE GROVE,17122 US HIGHWAY 70,73443-6561,(580) 495-4146,estella@austinitecannabis.co,12AM-11:59PM
Eden Rose LLC,Eden Rose LLC,Dispensary,DAAA-SUFV-K7JY,2022-12-22,Oklahoma,EDMOND,1333 N SANTA FE AVE,73003-3677,4052933883,sbranch4466@gmail.com,9:00am- 2:00AM
NEON BLOOM LLC,NEON BLOOM,Dispensary,DAAA-6AFN-U2RH,2022-03-17,Bryan,CALERA,2 W CURTIS ST,74730,5802398066,neonbloomllc@gmail.com,8:00 am to 10:00 pm
SHEFFY'S FARM L.L.C.,SHEFFY'S FARM,Dispensary,DAAA-YNYE-OXGZ,2023-02-07,Bryan,MEAD,5273 W HWY 70,73449,5807753038,sheffysfarm@gmail.com,7 A.M.-10 P.M.
"CLOVER PATCH STILLWATER, LLC","CLOVER PATCH STILLWATER, LLC",Dispensary,DAAA-WFN8-7ZRO,2022-10-20,Payne,STILLWATER,524 W 6TH AVE,74074-4555,4057950018,cloverpatchstillwaterllc@gmail.com,M-S 10:00AM-8:00PM
State Line Dispensary LLC,State Line Dispensary of Arkoma,Dispensary,DAAA-VK5X-B7UI,2022-09-15,Le Flore,Arkoma,101 Main Street,74901,9187746137,dereknetz17_@hotmail.com,9-7
Chiefing Oasis Pure Herbal Supply Co. LLC,Chiefing Oasis Pure Herbal Supply Co. LLC,Dispensary,DAAA-POUQ-PLDI,2022-09-15,Seminole,WEWOKA,107 N WEWOKA AVE,74884-2219,4053808745,chiefingoasis@outlook.com,"M-F 10AM - 9PM, SAT. 10AM-9PM. SUN. CLOSED"
Everythings OK 19 LLC,Everything's OK Dispensary,Dispensary,DAAA-VYFX-DLGV,2022-09-15,Oklahoma,THE VILLAGE,10717 N MAY AVE,73120-2622,4058495254,ltalbert@stocktontalbert.com,8am-12am
Noble Nectar LLC,Noble Nectar LLC,Dispensary,DAAA-VYUR-SKGK,2022-10-02,Cleveland,NOBLE,8750 84TH ST,73068-5515,9727572977,preston@theafam.com,10-8
THE BIG CHIEF DRIVE-THRU 2 LLC,Tropiccanna Lawton,Dispensary,DAAA-NJGX-KVVJ,2023-03-07,Comanche,LAWTON,1912 NW CACHE RD,73507-4562,5806786795,jason.miller9271@gmail.com,9 AM TO 2AM
"Urban Exchange, LLC.",Urban Exchange,Dispensary,DAAA-N1ZZ-G5VX,2023-04-04,Sequoyah,MULDROW,100 W SHAWNTEL SMITH BLVD,74948-4319,4794079113,urbanexchange2@gmail.com,10-6
Cannadreams Medical LLC,Lotus Gold Ada,Dispensary,DAAA-4JMT-NXSO,2022-10-19,Pontotoc,ADA,1006 N MISSISSIPPI AVE,74820-2212,4053712484,kevinokc405@gmail.com,Monday-Saturday 10am-9pm; Sunday 10am-6pm
Re Fresh RX #2,Re Fresh RX #2,Dispensary,DAAA-S0VG-JEQ4,2022-12-25,Osage,PAWHUSKA,25422 STATE HIGHWAY 99,74056,4053590600,scottg97@outlook.com,9 am - 10 pm
Grass-Hopper Dispensaries LLC,Grass-Hopper,Dispensary,DAAA-NKNN-B7DR,2023-02-17,Tulsa,TULSA,2930 N FLORENCE AVE,74110,9182891053,david@oklahomamedicalgrowers.com,10-10
"Green Springs Retail, LLC",Green Springs Oklahoma,Dispensary,DAAA-VJV4-F2SZ,2023-04-19,Oklahoma,EDMOND,3322 S BROADWAY,73013-4101,4059062228,blair.naifeh@gmail.com,10am - 9:00pm
Happy High Life Inc.,Happy High Life Inc,Dispensary,DAAA-41AI-60EP,2022-12-07,Mayes,SPAVINAW,14383 N Hwy 82,74366-0000,9185309810,travis823@gmail.com,9am-9pm
GreenSt Dispensary,GreenSt Dispensary,Dispensary,DAAA-VJTG-JZ56,2023-02-01,Muskogee,MUSKOGEE,301 S MAIN ST,74401-7029,9185776160,fireyred104@icloud.com,9am-10pm
"Sunset Medicinals, Inc.",Sunset Medicinals,Dispensary,DAAA-4KKB-EHYI,2022-09-29,Le Flore,Spiro,19191 US 59,74959,9186120410,sunsetmedicinals@gmail.com,9am-8pm
Altcare 9 LLC,Fire Leaf 9,Dispensary,DAAA-VYDZ-UJ2V,2023-05-23,Oklahoma,OKLAHOMA CITY,8017 W RENO AVE,73127,(405) 470-0546,paul@fireleafok.com,10:00-10:00pm
Wellness Solutions Incorporated,Rooted in the Ville,Dispensary,DAAA-NY94-RZ18,2023-03-21,Washington,BARTLESVILLE,403 NE WASHINGTON BLVD,74006-8719,9188761682,us@rootedville.com,10:00am - 7:00pm
"MJ VISION, LLC",918 CURE,Dispensary,DAAA-QWUW-ZBTK,2023-09-18,Tulsa,TULSA,,74115-5647,9186061515,mjvision@yahoo.com,M-F 9-10 or as needed for company operations
Remedies+,Remedies+,Dispensary,DAAA-JOHE-RNOA,2022-09-08,Johnston,TISHOMINGO,708 W MAIN ST,73460-1733,5802570499,beesley110@gmail.com,10am-7pm
"LA 2 Ok, LLC","LA 2 OK, LLC",Dispensary,DAAA-NKCR-MC3E,2022-12-20,Oklahoma,OKLAHOMA CITY,1 SE 59TH ST,73129-3613,4057682450,luiscm2525@yahoo.com,24 hours
K.O.C 1 LLC,K.O.C ARDMORE,Dispensary,DAAA-8AH8-HPS1,2023-05-16,Carter,ARDMORE,3334 S COMMERCE ST,73401-3737,(580) 319-5344,vubuihome@gmail.com,24 hour
Brandi Jo Enterprises Inc,Brandi-Barry Dank Tank,Dispensary,DAAA-6HNR-IYXC,2022-11-14,Canadian,El Reno,,73036,(580) 729-8116,1markie@msn.com,"M-Th 10-9, Fri & Sat 10-10, Sun 12-6"
Wavvvvvy Corporation,Wavvvvvy,Dispensary,DAAA-FBTG-OMU3,2022-12-06,Stephens,DUNCAN,714 S 9TH ST,73533-5102,4254964824,kbgreeneinvestments@gmail.com,9-10
The Smokin' Flower LLC,The Smokin' Flower LLC,Dispensary,DAAA-QFGW-FPKD,2023-07-07,Pushmataha,CLAYTON,720 N LAWSON BLVD,74536-5059,9185648245,thesmokinflower@gmail.com,24 HOURS
"F'NA BUDS Jr., LLC",F'NA BUDS Jr.,Dispensary,DAAA-WLZQ-1KCD,2022-12-08,Jackson,ELDORADO,219 South 6TH Street,73537,5803799611,fnabuds2@gmail.com,9am - 9pm
"Homestead Harvest, LLC","HOMESTEAD HARVEST, LLC",Dispensary,DAAA-GQQA-L2TI,2022-11-14,Delaware,grove,,74344,4176294049,wammholdingsllc@gmail.com,10-9
NATURAL LEAF CORPORATION,CANNA CLUB DISPENSARY,Dispensary,DAAA-H5HO-IFXJ,2022-11-03,Tulsa,TULSA,3747 S HARVARD AVE,74135-2271,9186979758,mamo4040@gmail.com,10A-9P MON-SAT 10A-7P SUN
420/7,420/7,Dispensary,DAAA-ZGO0-Z6YT,2022-05-16,Creek,BRISTOW,105 S. MAIN ST,74010-2802,9188037085,420.7muskogeedispensary@gmail.com,9am-9pm
"GNH Enterprises, LLC",Grunt and Hippie,Dispensary,DAAA-LA5N-INLW,2023-03-24,Cherokee,TAHLEQUAH,17632 S MUSKOGEE AVE,74464-5492,9189135092,phytologydispensary@gmail.com,11-7
Fritz Fire House Miami OK LLC,Fritz Fire House Miami OK LLC,Dispensary,DAAA-XK3W-F0ET,2023-03-21,Ottawa,MIAMI,101 W STEVE OWENS BLVD,74354-7623,9183814246,jeffchaney3636@gmail.com,9 am - 10 pm
Swisher Budz LLC,Swisher House Dispensary,Dispensary,DAAA-YO1Z-X1TD,2023-01-08,Mayes,PRYOR,39 S MILL ST,74361-3619,9188038739,vdavis1216@yahoo.com,10-8
True Brothers Investmest,Lakeside Med Pharm,Dispensary,DAAA-XBZO-AHPE,2023-01-02,Ottawa,FAIRLAND,57530 E HIGHWAY 59,74343-2340,9188595925,leduong390@gmail.com,9:00am-8:00pm
Herbal Einstein LLC,Herbal Einstein,Dispensary,DAAA-EYSG-GEF8,2022-10-20,Cleveland,NORMAN,17571 S SUNNYLANE RD,73071-7980,2539051055,ramelw@icloud.com,10-8 M-F 12-5 Sun
Six Two State LLC,Lifted Spirits,Dispensary,DAAA-N1WO-TUZI,2022-10-18,Cherokee,TAHLEQUAH,1354 S MUSKOGEE AVE,74464-5216,9185064600,sixtwostatellc@gmail.com,"Sun 11-8, Mon-Thur 10-9, Fri-Sat 10-10"
The Highest Choice LLC,The Highest Choice,Dispensary,DAAA-EYFW-1L5Q,2022-11-14,Carter,ARDMORE,709 GRAND AVE,73401-4342,8176007531,thehighestchoice.llc@gmail.com,12am-12pm
Green Culture LLC,Green Culture Miami,Dispensary,DAAA-41CD-48KL,2022-11-08,Ottawa,MIAMI,1429 E STEVE OWENS BLVD,74354-7915,9188991919,uazhar@gmail.com,9am - 10pm
"Loveco Farms, Inc.",Loveco Dispensary,Dispensary,DAAA-1NAN-TQ7H,2022-12-04,Love,THACKERVILLE,11106 ROGERS RD,73459-5502,9403000003,lovecocannabis@gmail.com,24 Hours
JHWOK LLC,Green Buffalo Dispensary,Dispensary,DAAA-4J0Z-YQZW,2023-02-23,Cleveland,NORMAN,3001 36TH AVE NW,73072,4056377272,jwfishcity@gmail.com,10am-9pm Mon-Sat/12pm-6pm Sun
"MABs Market, LLC","MABs Market, LLC",Dispensary,DAAA-4JHG-ONKO,2022-10-03,Cleveland,NORMAN,2315 E LINDSEY ST,73071,(405) 420-9013,mabsnaturalsolutions@gmail.com,10:00 am - 10:00 pm
High Octane Dispensary LLC,High Octane Dispensary,Dispensary,DAAA-0CFI-ZFPG,2023-02-01,Comanche,LAWTON,1907 W GORE BLVD STE A,73501-3634,5805950391,tremaynewthompson@gmail.com,Monday-Friday 9am-8pm Saturday 10-8 Sunday 12-5
"Good Greens Dispensary, Inc",Good Greens Dispensary,Dispensary,DAAA-VK9T-SK8L,2023-09-26,Tulsa,TULSA,1333 N UTICA AVE,74110-4679,2812207771,kredricks@gmail.com,8am - 8pm
"F'NA BUDS, LLC.",F'NA BUDS,Dispensary,DAAA-WLXZ-1SWQ,2023-03-27,Harmon,HOLLIS,720 E BROADWAY ST,73550-4430,5803810376,fnabuds1@gmail.com,10am - 8pm
OKLAHOMA CARTEL GROUP LLC,THE OKLAHOMA CARTEL GROUP,Dispensary,DAAA-OC1G-UPEK,2022-09-15,Pittsburg,MCALESTER,1200 E WADE WATTS AVE,74501-5654,4057122811,dabdaddys405@gmail.com,9-9
Scott Plato,Scott Plato,Dispensary,DAAA-12XF-7NG0,2022-09-27,Jackson,ALTUS,315 E BROADWAY ST,73521-5507,5804814346,dpbestbuds@gmail.com,11 AM - 8 PM
6909 West Hefner Emporium Inc.,Dank's Wellness Emporium,Dispensary,DAAA-WMYH-J3US,2023-07-05,Oklahoma,Oklahoma City,6909 West Hefner Road,73162,(405) 730-6882,omma@danks.co,Mon-Sun 9-11
Spark cannabis co.,Spark cannabis Co.,Dispensary,DAAA-CIOR-4UCD,2023-02-27,Comanche,ELGIN,7567 US HIGHWAY 277 STE 1,73538-2161,4055016795,singh.harp@icloud.com,9am to 9pm
"Red-Tail Dispensary, LLC",Red-Tail Dispensary,Dispensary,DAAA-7I9N-0OUT,2022-11-07,Blaine,WATONGA,320 S TAYLOR RD,73772-4850,4055034581,vetteguyatx@yahoo.com,9-5
Pirpich industries,Big Buds Natural Releaf,Dispensary,DAAA-RMCO-ITV2,2022-12-10,Mayes,PRYOR,106 S MILL ST,74361-3618,9189162477,ilikebigbudsnaturalreleaf@gmail.com,8:oo am - 12:00 pm
Venus Ventures Group LLC,Venus Ventures Group LLC,Dispensary,DAAA-ZYXM-EDVA,2023-01-01,Tulsa,OWASSO,11215 N GARNETT RD,74055-4249,9186914542,venus.brittanys@gmail.com,M-T 9-9 F&S 9-12 Sun 9-6
Compassionate Care Bricktown LLC,Star Buds Medical Marijuana Dispensary Bricktown,Dispensary,DAAA-NJYK-HRMO,2023-02-14,Oklahoma,OKLAHOMA CITY,224 E MAIN ST,73104,4052251433,chris@starbuds.us,12-12 Sun-Th; 12-2:30F-Sat
Brandi jo enterprises Inc.,Brandi-Barry Dank Tank,Dispensary,DAAA-V0NF-WO1G,2022-10-23,Beckham,SAYRE,307 S 4TH ST,73662-2999,5807294566,crystal@higheraccountingok.com,10-9
Hashtag Dispensary,Hashtag Dispensary,Dispensary,DAAA-HAVR-B1PW,2023-03-07,Tulsa,Tulsa,1120 S 107th East Ave,74128,9188296792,hashdispense@gmail.com,3:30pm - 8pm
HIGH HORSE LLC,GATSBY CANNABIS CO.,Dispensary,DAAA-YRUH-NFZP,2023-05-17,Oklahoma,OKLAHOMA CITY,8605 S WESTERN AVE,73139-9200,(316) 806-0001,highhorseok@gmail.com,11AM-9PM
Urbn Roots Inc.,Urbn Roots,Dispensary,DAAA-VJL9-MBWH,2023-03-28,Garfield,ENID,2624 N VAN BUREN ST,73703-1712,5802975511,info@urbnroots.com,"10 am to 9 pm, Monday - Sat Sunday 12-7"
"Phillips Family Tree, LLC",Tahlequah Holistic Cannabis Co.,Dispensary,DAAA-63YM-HPHR,2023-07-05,Cherokee,TAHLEQUAH,314 N MUSKOGEE AVE,74464-2738,(918) 772-5028,thc.tahlequah@gmail.com,Monday-Thursday 9:00am to 10:00pm Friday and Saturday 9:00am to 12:00am Sunday 1:00pm to 10:00pm
"Dean's Oklahoma Cannabis, LLC","Dean's Oklahoma Cannabis,LLC",Dispensary,DAAA-EJEP-KDEQ,2022-12-12,Marshall,KINGSTON,5350 ENOS RD,73439-4474,5805640485,deanoklacannabis@gmail.com,mon-sat 10am - 7pm sun 10am - 3pm
The Mary Mind Dispensary Inc,The Mary Mind Dispensary Inc,Dispensary,DAAA-EIDN-M4JG,2023-07-05,Tulsa,TULSA,1867 S SHERIDAN RD,74112-7303,9187301609,kamekcogreen@yahoo.com,"10am to 8pm Mon-Thurs, Fri-Sat 10am to 9pm, Sun 11am to 4pm"
Elevated Buds LLC,Elevated Buds LLC,Dispensary,DAAA-IFKC-IPOI,2022-11-14,Washita,Canute,212 N 9th st,73626,5802439425,r_schones@yahoo.com,10:00-8:00
CJ'S TEXOMA LABS LLC,CJ'S TEXOMA LABS LLC,Dispensary,DAAA-CSVR-AKFB,2023-05-12,Atoka,ATOKA,333 S MISSISSIPPI AVE,74525-2251,(580) 276-7360,cjs.texomalabs@gmail.com,9am - 9pm
Heaven Scent Health and Wellness inc.,Heaven Scent Health and Wellness,Dispensary,DAAA-EKEL-5AJZ,2022-05-29,Stephens,DUNCAN,2207 N HIGHWAY 81,73533-1222,5807862175,heavenscentok580@gmail.com,M-F 9am-9pm Sauturday 10am-9pm Sunday 12pm-6pm
SOUTH CENTRAL HYDROPONICS LLC,SC HYDRO,Dispensary,DAAA-4JUE-SY2Z,2023-03-03,Carter,WILSON,6647 STATE HIGHWAY 76,73463,5804654498,southcentralhydro@gmail.com,MON-SAT 10AM-10PM
"DJB Agricultural, Inc",Premier Valley Products,Dispensary,DAAA-EJGO-YMXK,2023-02-07,Garvin,PAULS VALLEY,17277 N COUNTY ROAD 3251,73075,4052079333,claudiajray@premierevalleyproducts.com,7 days a week 10am - 10pm
"LivWell Meds, LLC","LivWell Meds, LLC",Dispensary,DAAA-4YQ7-Q4F8,2022-12-25,Bryan,DURANT,2813 W UNIVERSITY BLVD,74701-2993,4058634904,mccarthickcasey@gmail.com,9-8
"Citrus Blue Cannabis, LLC",Citrus Blue Cannabis,Dispensary,DAAA-Q33Z-4M3H,2022-09-29,Washington,BARTLESVILLE,300 S WYANDOTTE AVE,74003-4038,9189241842,dizzysiszms@gmail.com,12:00 a.m. to 11:59 p.m.
Cali Alley Llc,Cali Alley,Dispensary,DAAA-41LU-5EDJ,2022-12-26,Seminole,SEMINOLE,610 N MAIN ST,74868-3434,4052018186,calialleyok@gmail.com,Sun-Sat 12am-11:59pm
"The Pharmhouse 788, LLC",Pharmhouse 788,Dispensary,DAAA-PMTP-I5AW,2022-10-24,Sequoyah,ROLAND,480858 US HIGHWAY 64,74954-5317,9185036023,pharmhouse788roland@gmail.com,9am-9pm
"ERBA, LLC",Erba Meds,Dispensary,DAAA-41YR-TLGG,2022-10-31,Tulsa,TULSA,6519 E 46TH ST,74145-5812,9186407668,gsandella@gmail.com,10AM-7PM
"Native Harvest, LLC",Native Harvest LLC,Dispensary,DAAA-FMVE-7BGP,2022-11-13,Cleveland,MOORE,829 SE 4TH ST,73160-7205,4052346525,rogermayes1029@gmail.com,9:00 am - 10:00 pm
Elite Green Leaf LLC,Elite Green Leaf LLC,Dispensary,DAAA-GUHL-OWHM,2023-01-12,McCurtain,Idabel,919 SW Lincoln Road,74745,(903) 249-8346,flower@elitegreenleaf.com,9am - 9pm
"Big Country Greens Dispensary, LLC",BCG Dispensary,Dispensary,DAAA-VKB0-IWOU,2022-11-29,Cherokee,Tahlequah,1601 S Muskogee Ave,74464,9187081551,bcgdispensary@gmail.com,10-7
CARTER MOUNTAIN DISPENSARY LLC,CARTER MOUNTAIN DISPENSARY LLC,Dispensary,DAAA-FJNW-CZR5,2022-09-12,McCurtain,BROKEN BOW,605 E MARTIN LUTHER KING DR,74728-4142,5802369282,cartermountaindispo@gmail.com,8-5
"Zepdro Dispensary OKC, LLC",Zepdro Dispensary OKC,Dispensary,DAAA-8MVY-6YFA,2022-09-13,Oklahoma,OKLAHOMA CITY,1233 SOVEREIGN ROW,73108-1892,4055882805,zepdrodispensaryokc@gmail.com,24 hours
Monster Dispensary. LLC,Monster Dispensary. LLC,Dispensary,DAAA-4KGK-T574,2023-02-01,Muskogee,Webbers Falls,12781 South Crow Road,74470-2407,(818) 268-9123,monsterfarmok@gmail.com,10-8
Brian's Brain Food LLC,Brian's Brain Food LLC,Dispensary,DAAA-4JJE-UTYO,2023-04-17,Oklahoma,OKLAHOMA CITY,7737 W HEFNER RD,73162,4054983100,bepowley@aol.com,12pm to 8pm Monday - Saturday
420 Wally LLC,420 Wally,Dispensary,DAAA-DRT6-TCPA,2022-09-25,Wagoner,WAGONER,1601 S DEWEY AVE,74467-7031,9189184126,420wally@420wally.com,"Monday - Friday 9:00A.M.-10P.M., Friday-Saturday 9:00 A.M. - 12:00 A.M. Sunday 1:00 P.M. - 8:00 P.M."
The Pharmhouse Cannabis Company LLC,Pharmer's Market on Lindsey,Dispensary,DAAA-N1JM-2WP4,2022-11-15,Cleveland,NORMAN,530 W LINDSEY ST,73069-4625,4058577445,pharmersmarketlindsey@gmail.com,12:00pm-9:00pm
"American Cannabis - 8, LLC","American Cannabis Company, LLC",Dispensary,DAAA-VKT0-NZVW,2023-03-20,McClain,NEWCASTLE,1300 N MAIN ST,73065-4127,(405) 999-9420,healingfarms420@gmail.com,10am-12am
SLS AGRICULTURAL CONSULTING AND MANAGEMENT,The Institute of Wellness and Organic Solutions,Dispensary,DAAA-PVIN-LTEJ,2023-02-01,Pottawatomie,SHAWNEE,1135 N KICKAPOO AVE,74801-4845,9182644896,okslsacm@gmail.com,8 AM TO 8PM
Osage Dispensary,Osage Dispensary,Dispensary,DAAA-R2J9-CI79,2022-10-04,Osage,FAIRFAX,527 S MAIN ST,74637-4554,9186425056,osagedispensary@gmail.com,8am-12am
"Native Therapeutics Ltd., Co.",Big Chief Collective Duncan,Dispensary,DAAA-VKMG-OCDW,2023-03-24,Stephens,DUNCAN,2239 N Hwy 81 STE 110,73533,(580) 606-6888,bigchiefcollectiveduncan@gmail.com,9:00 a.m. to 10:00 p.m. Monday Thru Saturday - On Sunday 10:00 a.m. to 9:00 p.m.
"Beach Bum Life, LLC","Beach Bum Life, LLC",Dispensary,DAAA-ICAA-JOCP,2022-11-15,Washington,DEWEY,313 E DON TYLER AVE,74029-2313,9186956119,llcbeachbumlife@gmail.com,Mon-Sat 10am-7pm
BandB Prime Products LLC,BandB Prime Products LLC,Dispensary,DAAA-MEUC-3UJ3,2022-09-19,Cleveland,Moore,,73160,8034284510,josh15037@gmail.com,9:00am to 5:00pm
Uptown Wellness Corporation,Uptown Wellness,Dispensary,DAAA-4KEA-G8SD,2022-09-27,Tulsa,TULSA,1215 S HOUSTON AVE,74127-9117,9188921961,420.uptown.wellness@gmail.com,24 hours
"Ruminer's Remedies, LLC","Ruminer's Remedies, LLC",Dispensary,DAAA-UO0K-ADI3,2022-12-12,Sequoyah,VIAN,114 S THORNTON ST,74962,(918) 773-5269,destanieflute@yahoo.com,9 am-10 pm
O-KEY EMPORIUM LLC,O-KEY EMPORIUM,Dispensary,DAAA-AWNX-LA6W,2023-07-07,Comanche,LAWTON,815 SE INTERSTATE DR,73501,(580) 512-3275,okeyemporiumllc@gmail.com,24/7
Natural Remedies MMJ LLC,Natural Remedies MMJ LLC,Dispensary,DAAA-EYJQ-PQ9V,2023-02-15,Garfield,ENID,404 N GRAND ST,73701,5802975030,wbmelissa@yahoo.com,"mon-sat 9-9, sun-11-4"
"Dank Vault, LLC",Dank Vault,Dispensary,DAAA-X19R-M1ZB,2022-11-13,Pawnee,Terlton,210 W 3rd St,74081,9187572400,christina@viridianlegal.com,M-S 10-7
"NKO Retail #3, LLC",Nature's Kiss #3,Dispensary,DAAA-NJXE-XOV8,2023-08-08,Oklahoma,Oklahoma City,5609 N. Pennsylvania Avenue,73112,4058105060,admin@natureskissmmj.net,"10-8 Monday-Sat, 1-5 Sunday"
"HighBloom Artisan Cannabis Rt. 66, LLC",HighBloom Artisan Cannabis,Dispensary,DAAA-QZMW-BEA2,2022-11-14,Oklahoma,EDMOND,312 S COLTRANE RD,73034-6731,9046228221,cannabegrowok@gmail.com,8:00 a.m. to 10:00 p.m.
"Leaf Kings Dispensary, LLC","Leaf Kings Dispensary, LLC",Dispensary,DAAA-2VOL-NF9I,2022-11-08,Kay,PONCA CITY,3214 N 14TH ST,74601-1034,(405) 880-3511,jvl.hays@gmail.com,10:00 am -10:00 pm
Snow Grown Dispensary LLC,Snow Grown Dispensary LLC,Dispensary,DAAA-YOQF-BEJ1,2023-02-01,Garvin,ELMORE CITY,603 S MAIN ST,73433,4053310373,snowgrownbuds88@gmail.com,12-7
